name;WKT;Country
Ceglarki;POINT(20.8344 54.2383);Poland
Gmina Jabłonna;POINT(20.9164 51.0872);Poland
Zapustek;POINT(18.6803 52.7794);Poland
Arbasy Małe;POINT(22.56 52.5086);Poland
Januszowa;POINT(20.7358 49.6458);Poland
Opojowice;POINT(18.5833 51.2667);Poland
Mirowszczyzna;POINT(18.6339 51.0408);Poland
Rzepcze;POINT(17.8692 50.3825);Poland
Grodzisk;POINT(19.7808 51.9083);Poland
Sierczynek;POINT(15.8 52.3833);Poland
Oraczew Wielki;POINT(18.5833 51.5833);Poland
Mękarzowice;POINT(20.5119 50.365);Poland
Serafin;POINT(21.6167 53.35);Poland
Tądów Dolny;POINT(18.6403 51.7689);Poland
Śródmieście;POINT(21.0167 52.2333);Poland
Kletno;POINT(17.0317 50.2606);Poland
Bugeria II;POINT(18.8969 53.1994);Poland
Gmina Dobra;POINT(14.3842 49.7139);Poland
Koźminiec;POINT(17.6217 51.8122);Poland
Frydek;POINT(19.0833 49.9167);Poland
Gądki;POINT(17.05 52.3167);Poland
Lubraniec;POINT(18.8333 52.55);Poland
Horodło;POINT(24.0333 50.8833);Poland
Kraklewo;POINT(17.4206 53.9317);Poland
Gmina Kurzętnik;POINT(19.5769 53.3992);Poland
Konigort;POINT(17.75 53.7667);Poland
Gmina Szreńsk;POINT(20.1167 53.0167);Poland
Kozierogi;POINT(19.55 51.3833);Poland
Ładne Pole;POINT(21.5333 53.6833);Poland
Wólka Świątkowa;POINT(22.4 51.9667);Poland
Chwałowice;POINT(15.1167 50.5597);Poland
Komory;POINT(21.8333 52.4333);Poland
Beźnik;POINT(20.7167 51.4333);Poland
Golędzkie;POINT(19.5128 52.2592);Poland
Kolonia Bolimowska-Wieś;POINT(20.1667 52.0833);Poland
Boginia;POINT(19.6167 51.8333);Poland
Robertów;POINT(19.7 52.3333);Poland
Błąkały;POINT(22.6156 54.2908);Poland
Łagoszów Mały;POINT(16.0333 51.6167);Poland
Tuliłów;POINT(22.7333 52.0);Poland
Bielinek;POINT(14.1547 52.9425);Poland
Futoma;POINT(22.1333 49.85);Poland
Grabowska Huta;POINT(18.1694 54.1847);Poland
Trzebiatkowa;POINT(17.3019 54.0642);Poland
Chwaścice;POINT(20.4306 50.6439);Poland
Łopoczno;POINT(21.8333 51.0667);Poland
Mierki;POINT(20.3167 53.5833);Poland
Perzyce;POINT(17.4167 51.6667);Poland
Rolnowo;POINT(19.85 53.9667);Poland
Kamienna Knieja;POINT(15.9486 53.0133);Poland
Smołdziny;POINT(17.4264 54.0125);Poland
Stryjewo Wielkie;POINT(20.65 53.0);Poland
Zglinna Mała;POINT(20.2 51.8667);Poland
Ołtarzew;POINT(20.7833 52.2167);Poland
Niegosław;POINT(15.8692 52.8125);Poland
Kębłowice;POINT(20.3667 52.4833);Poland
Gmina Banie;POINT(14.6678 53.1008);Poland
Nowy Ciechocinek;POINT(18.7667 52.8667);Poland
Osiedle Petrykozy;POINT(19.3239 51.6783);Poland
Domasławice;POINT(16.4311 51.4061);Poland
Dziadyk;POINT(19.9833 53.6167);Poland
Poprzeczka;POINT(23.0192 50.8028);Poland
Gmina Morzeszczyn;POINT(18.6908 53.8397);Poland
Zaraszów;POINT(22.5833 50.9833);Poland
Gmina Sztabin;POINT(23.1167 53.6833);Poland
Wiewiórki;POINT(15.0936 52.9922);Poland
Budziwojowice;POINT(17.1856 51.2236);Poland
Świerklaniec;POINT(18.95 50.4333);Poland
West Pomeranian Voivodeship;POINT(14.5833 53.4167);Poland
Witolub;POINT(15.9103 54.0649);Poland
Grodziszowice;POINT(17.1228 50.8497);Poland
Habdzin;POINT(21.1594 52.0917);Poland
Sampława;POINT(19.6717 53.4981);Poland
Racula;POINT(15.55 51.9);Poland
Gmina Czajków;POINT(18.3267 51.4878);Poland
Wapnik;POINT(20.1667 54.0667);Poland
Gmina Ostrów;POINT(21.6 50.0833);Poland
Tarniny;POINT(21.05 54.05);Poland
Goszczanowo;POINT(15.6167 52.7167);Poland
Umiastów;POINT(20.7667 52.25);Poland
Młodziejów;POINT(22.8833 51.1167);Poland
Widacz;POINT(21.63 49.6303);Poland
Dargocice;POINT(15.6425 53.9975);Poland
Smolne Błoto;POINT(18.1361 54.4006);Poland
Stara Kraśnica;POINT(15.9167 51.0);Poland
Turkowo;POINT(16.4333 52.4);Poland
Chodaki;POINT(18.9236 51.7917);Poland
Sucha County;POINT(19.5886 49.7403);Poland
Gmina Brzeziny;POINT(18.25 51.5833);Poland
Bychawka Druga-Kolonia;POINT(22.5506 51.0508);Poland
Gmina Małdyty;POINT(19.7456 53.9197);Poland
Pytowice;POINT(19.45 51.2);Poland
Ostrownica;POINT(21.4667 51.25);Poland
Huta Krempska;POINT(21.5114 49.5003);Poland
Świemino;POINT(15.9428 54.0889);Poland
Koprki;POINT(20.7333 52.2);Poland
Wierzchlas;POINT(14.3819 51.2033);Poland
Rychowo;POINT(15.8392 53.9447);Poland
Linin;POINT(21.1667 51.9333);Poland
Wągłczew;POINT(18.55 51.6);Poland
Tworzyjanki;POINT(19.8167 51.7833);Poland
Wola Rudzka;POINT(21.9833 51.1833);Poland
Grochówek;POINT(19.2714 52.2775);Poland
Białe-Giezki;POINT(22.3678 52.7756);Poland
Tuczępy;POINT(15.8878 50.5167);Poland
Kopydłowo;POINT(17.5181 52.45);Poland
Miedniewice-Topola;POINT(20.1947 51.9731);Poland
Łazy;POINT(14.7547 49.5833);Poland
Łuszkowo;POINT(16.8667 52.0333);Poland
Piwaki;POINT(19.7667 51.2167);Poland
Przejazd;POINT(21.4167 51.55);Poland
Króle;POINT(16.2322 52.8692);Poland
Skorki;POINT(21.2833 52.6);Poland
Kaniczki;POINT(18.7881 53.6783);Poland
Łowiska;POINT(15.3214 53.795);Poland
Myślec;POINT(20.6594 49.5469);Poland
Łubniany;POINT(18.0 50.7833);Poland
Krzczonów-Folwark;POINT(22.6958 51.0042);Poland
Kościelna Jania;POINT(18.6028 53.7525);Poland
Dragolice;POINT(20.0514 53.8061);Poland
Skołyszyn;POINT(21.3389 49.7481);Poland
Łosośniki;POINT(18.0 52.5833);Poland
Lutomirów;POINT(18.7167 52.1);Poland
Krusz;POINT(20.3664 52.8344);Poland
Strzyże;POINT(20.5658 51.9206);Poland
Starorypin Rządowy;POINT(19.4094 53.0906);Poland
Siemyśl;POINT(15.5319 54.0283);Poland
Czesławice;POINT(16.9847 50.6511);Poland
Gmina Słubice;POINT(14.5667 52.35);Poland
Puszcza Mariańska;POINT(20.35 51.9833);Poland
Borówki;POINT(15.7256 49.95);Poland
Krasnybór;POINT(23.1983 53.7283);Poland
Bokinka Pańska;POINT(23.3333 51.8333);Poland
Rutka;POINT(22.8381 54.2156);Poland
Czaje;POINT(22.7058 52.6625);Poland
Gmina Dukla;POINT(21.6833 49.5667);Poland
Tajno Podjeziorne;POINT(22.8667 53.7167);Poland
Lubochnia-Górki;POINT(20.0333 51.6);Poland
Wielmoża;POINT(19.8167 50.2667);Poland
Niczonów;POINT(15.0047 54.0175);Poland
Choszczowe;POINT(21.4747 52.5111);Poland
Turka;POINT(22.6667 51.1333);Poland
Ogorzelczyn;POINT(18.3333 52.0667);Poland
Trzęsina;POINT(18.0489 50.7542);Poland
Kwieki;POINT(17.8667 53.8167);Poland
Gmina Buczkowice;POINT(19.0694 49.7281);Poland
Zemborzyce Dolne;POINT(22.4667 51.1833);Poland
Białęcino;POINT(16.6525 54.2556);Poland
Stary Gaj;POINT(19.3797 51.25);Poland
Kacprowice;POINT(20.9942 51.385);Poland
Cibory;POINT(19.9819 53.55);Poland
Annów;POINT(18.7875 50.9219);Poland
Kolonia Wrzelów;POINT(21.861 51.216);Poland
Wrzosowo;POINT(14.8122 54.015);Poland
Zagrodno;POINT(15.8667 51.1833);Poland
Mieleszki-Kolonia;POINT(23.6919 53.0519);Poland
Wandalin;POINT(18.5167 51.0667);Poland
Zielona Ulica;POINT(21.2044 49.7694);Poland
Witno;POINT(15.0625 53.9444);Poland
Narew;POINT(23.5208 52.9128);Poland
Franki;POINT(18.1228 52.1286);Poland
Poklęków;POINT(18.0667 51.85);Poland
Wajków;POINT(23.0833 52.3);Poland
Henrykowice;POINT(17.4483 51.5186);Poland
Degucie;POINT(22.7133 54.0833);Poland
Zdrójki;POINT(17.3061 53.71);Poland
Chawłodno;POINT(17.3 52.9333);Poland
Koble;POINT(18.5667 52.1167);Poland
Sławno;POINT(15.5167 51.3892);Poland
Hermanów;POINT(17.4436 50.9867);Poland
Gmina Andrychów;POINT(19.3333 49.8667);Poland
Kroczów Mniejszy;POINT(21.5167 51.2833);Poland
Stary Grodków;POINT(17.4 50.65);Poland
Bułaków;POINT(17.3 51.8333);Poland
Ludwinowo Zegrzyńskie;POINT(21.0167 52.5);Poland
Sianowska Huta;POINT(18.1378 54.3908);Poland
Skulsk;POINT(18.3333 52.4833);Poland
Baby Dolne;POINT(19.35 52.4167);Poland
Rybki;POINT(17.7786 54.5108);Poland
Krośniewice;POINT(19.17 52.2536);Poland
Lubiszewice;POINT(18.7839 51.8719);Poland
Ułtowo;POINT(19.85 52.6667);Poland
Ciechocinek;POINT(18.7833 52.8667);Poland
Plewica;POINT(21.35 52.7667);Poland
Karszanek;POINT(18.4778 53.7564);Poland
Smarglin;POINT(18.5667 52.7);Poland
Rynkówka;POINT(18.6089 53.6975);Poland
Kowanówko;POINT(16.8333 52.6667);Poland
Radosław;POINT(16.6792 54.4192);Poland
Międzyodrze-Wyspa Pucka;POINT(14.5711 53.4);Poland
Tłokinia Wielka;POINT(18.2 51.75);Poland
Goryń;POINT(18.7961 51.3928);Poland
Gmina Ciepłowody;POINT(16.9 50.6667);Poland
Korzecko;POINT(20.4231 50.8003);Poland
Sicko;POINT(15.4833 53.25);Poland
Wola Przemykowska;POINT(20.65 50.1667);Poland
Zagórzyce;POINT(16.5429 50.2758);Poland
Kajetanka;POINT(23.2772 52.1753);Poland
Klępino Białogardzkie;POINT(16.0589 53.9986);Poland
Firlitówka;POINT(21.1356 49.7494);Poland
Leszno;POINT(16.5667 49.85);Poland
Samorządki;POINT(21.7667 51.8333);Poland
Knurowiec;POINT(21.6167 52.6667);Poland
Spalice;POINT(17.4092 51.2175);Poland
Wojciechowice Duże;POINT(19.4053 52.1931);Poland
Przęsławek;POINT(19.0947 53.6161);Poland
Limanowa;POINT(20.4267 49.7006);Poland
Sytki;POINT(22.7167 52.4333);Poland
Wołodź;POINT(22.2 49.7333);Poland
Rojek;POINT(14.9542 52.3578);Poland
Iłki;POINT(22.0822 53.6875);Poland
Rusiborek;POINT(17.3842 52.2594);Poland
Nowe Trzepowo;POINT(19.7389 52.5925);Poland
Rzędziany;POINT(22.8656 53.155);Poland
Leksyn;POINT(20.0333 52.5333);Poland
Wola Wężykowa;POINT(19.0075 51.4772);Poland
Grabiszyce Średnie;POINT(15.2 51.0147);Poland
Duniewo;POINT(14.95 53.9);Poland
Koziołki;POINT(19.8167 51.8833);Poland
Bartąg;POINT(20.4667 53.7167);Poland
Powiat sokólski;POINT(23.5 53.4);Poland
Brzóstowa;POINT(21.4856 50.8928);Poland
Stadnicka Wola;POINT(20.4208 51.1739);Poland
Golanka Dolna;POINT(16.3192 51.2556);Poland
Górna Niwa;POINT(21.2464 49.6822);Poland
Wola Niedźwiedzia;POINT(19.0661 51.9983);Poland
Opatowiec;POINT(18.1 50.2333);Poland
Krakówki-Zdzichy;POINT(22.6511 52.5489);Poland
Żeleźno;POINT(16.0614 54.0522);Poland
Aniołka-Parcele;POINT(17.9781 51.1483);Poland
Świniokierz Dworski;POINT(20.0 51.7);Poland
Goszczanowiec;POINT(15.6167 52.75);Poland
Gmina Krasne;POINT(20.9689 50.0492);Poland
Czarnowo;POINT(14.7503 52.0333);Poland
Krotoszyny;POINT(19.3939 53.5025);Poland
Bobrowiczki;POINT(16.6456 54.3419);Poland
Jaroszowice;POINT(19.5333 49.8667);Poland
Gmina Lesko;POINT(22.3289 49.4744);Poland
Kolonia Góra Puławska;POINT(21.9244 51.3825);Poland
Tabędz;POINT(22.1347 53.0044);Poland
Kliczki;POINT(20.5294 52.9421);Poland
Chorchosy;POINT(21.5833 52.75);Poland
Stęszów;POINT(19.4619 50.9408);Poland
Dobruchów;POINT(19.1 51.7333);Poland
Imielinek;POINT(19.2031 52.3119);Poland
Żdżarka;POINT(23.4167 51.4667);Poland
Strusin;POINT(20.7 52.8);Poland
Osieczno;POINT(18.8481 51.4024);Poland
Morawsko;POINT(22.2333 24.9833);Poland
Garbatka-Dziewiątka;POINT(21.6856 51.495);Poland
Iwiczno;POINT(18.2394 53.8864);Poland
Skrzeczeniec;POINT(20.8575 51.9425);Poland
Odmęt;POINT(20.98 50.3072);Poland
Brzeźno-Kolonia;POINT(21.6381 52.9156);Poland
Kołątajew;POINT(17.8589 51.6856);Poland
Kurzawka;POINT(18.1895 50.3948);Poland
Wólka Milanowska;POINT(21.0853 50.8519);Poland
Lesiak Lipowski;POINT(19.8186 53.5989);Poland
Ciachcin Nowy;POINT(19.7858 52.6228);Poland
Igołomia;POINT(20.2394 50.0889);Poland
Kadzidło;POINT(21.4667 53.2331);Poland
Goręczyno;POINT(18.1625 54.2656);Poland
Lądy;POINT(18.8067 54.1469);Poland
Bogdanów-Kolonia;POINT(19.5 51.3333);Poland
Choroszczewo-Kolonia;POINT(23.0189 52.5364);Poland
Przęsławice;POINT(20.25 51.9);Poland
Trzebiechowo;POINT(16.5586 53.7069);Poland
Sośniny;POINT(21.6031 49.6125);Poland
Gmina Kaczory;POINT(16.8833 53.1);Poland
Mnichowice;POINT(17.0886 50.9814);Poland
Rusek Wielki;POINT(20.85 53.7167);Poland
Żłobek;POINT(22.6825 49.3461);Poland
Morawica;POINT(19.7494 50.0742);Poland
Podlaskie Voivodeship;POINT(23.1667 53.1167);Poland
Gdakowo;POINT(19.1572 53.8206);Poland
Kąty Czernickie;POINT(21.6 52.3667);Poland
Miłkowska Karczma;POINT(21.3592 51.0058);Poland
Izabelin;POINT(18.1833 51.5217);Poland
Turośń Kościelna;POINT(23.0667 53.0167);Poland
Jelenie;POINT(15.9892 51.4844);Poland
Brzeziny-Janowięta;POINT(22.9011 52.585);Poland
Faryny;POINT(21.3833 53.5167);Poland
Bałtrucie;POINT(21.3714 54.1044);Poland
Poraj;POINT(17.0189 49.6333);Poland
Ilno;POINT(18.15 51.8167);Poland
Ołtarze Gołacze;POINT(22.2667 52.6833);Poland
Urle;POINT(21.6167 52.5167);Poland
Tarchalin;POINT(16.75 51.7167);Poland
Pierwągi;POINT(20.8333 54.0333);Poland
Sęp;POINT(20.2239 51.0147);Poland
Droblin;POINT(20.2083 50.4972);Poland
Dybów-Folwark;POINT(21.2169 52.425);Poland
Powiat włoszczowski;POINT(19.9669 50.8542);Poland
Boguchwała;POINT(19.4167 49.9853);Poland
Powiat nowotomyski;POINT(16.1333 52.3167);Poland
Paprocina;POINT(20.4331 54.2628);Poland
Łukaszów;POINT(15.9333 51.1833);Poland
Markowola-Kolonia;POINT(21.8333 51.4667);Poland
Możdżany;POINT(22.05 54.0833);Poland
Uwieliny;POINT(21.05 51.9833);Poland
Bogusze-Litewka;POINT(22.6844 52.5764);Poland
Zgleczewo Panieńskie;POINT(22.1742 52.7019);Poland
Rynarcice;POINT(17.55 50.4667);Poland
Ostasze;POINT(23.075 52.9336);Poland
Brony;POINT(19.4125 52.1375);Poland
Gockowice;POINT(17.7289 53.6603);Poland
Paulinów;POINT(18.6833 50.6667);Poland
Prusicko;POINT(19.2 51.0333);Poland
Gniewomirowice;POINT(16.0736 51.2281);Poland
Nowa Wieś Prudnicka;POINT(17.7583 50.4053);Poland
Czarnów;POINT(14.75 50.7972);Poland
Pawelce;POINT(18.3783 51.395);Poland
Swaryszewo;POINT(19.2264 54.2253);Poland
Krajewo Wielkie;POINT(20.8 53.1833);Poland
Bachlawa;POINT(22.35 49.4333);Poland
Gmina Niechanowo;POINT(17.6803 52.4639);Poland
Rasztów;POINT(21.2667 52.4167);Poland
Gmina Mirów;POINT(21.0333 51.1864);Poland
Nowy Rzędków;POINT(20.1856 51.8922);Poland
Sadykierz;POINT(20.2922 50.1667);Poland
Żerdź;POINT(20.8833 51.4833);Poland
Styrzyniec;POINT(23.0 52.0333);Poland
Gmina Krzęcin;POINT(15.4833 53.0833);Poland
Piotrowice-Kolonia;POINT(22.4167 51.355);Poland
Sicinek;POINT(18.9617 53.3058);Poland
Wątłe Błota;POINT(15.5606 54.0308);Poland
Zalesice;POINT(19.4833 50.0167);Poland
Bartołty Małe;POINT(20.8208 53.8411);Poland
Kwiecewo;POINT(20.3167 53.95);Poland
Busina;POINT(18.9139 51.8492);Poland
Watkowice;POINT(19.0664 53.8369);Poland
Starowieś;POINT(23.0833 52.7);Poland
Stara Jania;POINT(18.5964 53.7447);Poland
Jarczów-Kolonia Druga;POINT(23.5614 50.4111);Poland
Przylesie;POINT(17.3911 50.7917);Poland
Podlesie Mleczkowskie;POINT(21.0211 51.4278);Poland
Bukowo Morskie;POINT(16.3344 54.3553);Poland
Żencin;POINT(19.6628 51.1472);Poland
Pazurek;POINT(19.65 50.3333);Poland
Jarszewo;POINT(14.7881 53.9283);Poland
Rejmontów;POINT(19.4167 52.3);Poland
Sąkieły Małe;POINT(21.9167 54.3167);Poland
Żegocina;POINT(20.4167 49.8167);Poland
Starorypin;POINT(19.4333 53.1);Poland
Smykówko;POINT(19.9 53.6167);Poland
Grale;POINT(21.6167 53.2333);Poland
Karolin;POINT(16.5183 51.3167);Poland
Gorło;POINT(22.2167 53.9333);Poland
Przewóz Tarnowski;POINT(21.4167 51.7833);Poland
Bobrek-Kolonia;POINT(21.0592 51.6136);Poland
Węgorzewo;POINT(16.9017 52.5833);Poland
Nowe Łącko;POINT(16.5767 54.5092);Poland
Sępów;POINT(15.8833 51.1);Poland
Gniszewo;POINT(18.7361 54.0469);Poland
Koczery;POINT(22.7 52.4167);Poland
Zakrzewo Małe;POINT(20.5667 53.0167);Poland
Ślubów;POINT(21.4167 52.55);Poland
Gmina Koszęcin;POINT(18.8333 50.6333);Poland
Pilichy;POINT(19.1079 52.1138);Poland
Stalówka;POINT(17.4764 53.0053);Poland
Marcelin;POINT(16.7439 51.2833);Poland
Olszanowo;POINT(17.1331 53.6897);Poland
Ceradz Dolny;POINT(16.5667 52.4167);Poland
Cieplikowo;POINT(14.6781 52.9903);Poland
Kroczyce;POINT(19.5706 50.5636);Poland
Szymiszów;POINT(18.2458 50.5203);Poland
Ruszkowo-Parcel;POINT(18.4289 52.4261);Poland
Topólno;POINT(19.7833 52.3833);Poland
Gmina Kleszczewo;POINT(17.1833 52.3333);Poland
Rzekuń;POINT(21.6333 53.05);Poland
Siemkowice;POINT(18.9 51.2);Poland
Dubryk;POINT(18.2603 53.9794);Poland
Mętna;POINT(23.1333 52.35);Poland
Kosina;POINT(22.3167 50.0667);Poland
Zdrzychów;POINT(19.1 51.85);Poland
Parchlino;POINT(16.2986 53.7192);Poland
Bedoń-Wieś;POINT(19.6364 51.7492);Poland
Wrząca;POINT(5.41667 51.6);Poland
Żuchlów;POINT(16.4058 51.6786);Poland
Horyniec-Zdrój;POINT(23.3619 50.1906);Poland
Lipska Karczma;POINT(18.2511 53.9475);Poland
Orzechowo;POINT(15.1325 53.2);Poland
Pietrzykowo;POINT(16.6642 53.8892);Poland
Wola Młocka;POINT(20.4167 52.7833);Poland
Biszewo;POINT(22.8167 52.55);Poland
Gmina Gidle;POINT(19.4667 50.95);Poland
Gmina Załuski;POINT(20.5286 52.5106);Poland
Pieńki-Żaki;POINT(22.2417 52.8194);Poland
Adamów;POINT(18.0833 7.66639);Poland
Rawa;POINT(22.3833 51.55);Poland
Bereść;POINT(23.6167 50.8);Poland
Gmina Budzyń;POINT(16.9886 52.8894);Poland
Bagicz;POINT(15.7 54.2003);Poland
Gozdawa;POINT(16.6561 51.1119);Poland
Świerkle;POINT(17.9311 50.7639);Poland
Mazewo Włościańskie;POINT(20.7637 52.6121);Poland
Sarny Wielkie;POINT(17.5333 50.75);Poland
Gryfów Śląski;POINT(15.4192 51.0272);Poland
Ciężków;POINT(19.2011 51.8336);Poland
Oblin;POINT(21.5333 51.7);Poland
Chrzowice;POINT(17.9333 50.6);Poland
Łęki Górne;POINT(19.4839 49.9739);Poland
Kraszew;POINT(19.6497 51.7164);Poland
Wycinki Małe;POINT(18.5094 53.7106);Poland
Zubki Duże;POINT(20.2 51.7);Poland
Krzydlina Wielka;POINT(16.5 51.3);Poland
Kwietniewo;POINT(19.4522 53.9744);Poland
Bądkowo Jeziorne;POINT(19.45 52.6833);Poland
Trzebnik;POINT(16.8833 50.8167);Poland
Włodzimierka;POINT(18.7167 52.6833);Poland
Taluba;POINT(21.6167 51.85);Poland
Gmina Miejsce Piastowe;POINT(21.7833 49.6333);Poland
Antoninek;POINT(21.4828 52.0322);Poland
Krobusz;POINT(17.7211 50.4139);Poland
Wola Zambrowska;POINT(22.2667 52.9667);Poland
Nowieczek;POINT(17.1128 52.0111);Poland
Czarze;POINT(17.4322 53.7508);Poland
Chruścinek;POINT(19.2906 52.2939);Poland
Jaroszowa Wola;POINT(21.0333 51.9833);Poland
Gmina Wieniawa;POINT(20.8 51.3667);Poland
Stróża;POINT(16.6772 49.7517);Poland
Gmina Bartoszyce;POINT(20.8 54.25);Poland
Nowy Ludwików;POINT(20.0953 51.8922);Poland
Skarbimierzyce;POINT(14.4269 53.435);Poland
Sieniawka;POINT(14.8425 50.7789);Poland
Sambród Mały;POINT(19.7306 53.9503);Poland
Nożynko;POINT(17.4558 54.3106);Poland
Mrągowo County;POINT(21.3 53.8667);Poland
Szucie;POINT(19.5812 53.0198);Poland
Chełmno nad Nerem;POINT(18.75 52.0886);Poland
Tonkiele;POINT(22.5667 52.4167);Poland
Radoszowice;POINT(17.5167 50.7);Poland
Kamień Pomorski;POINT(14.7667 53.9667);Poland
Duki;POINT(20.8 51.9833);Poland
Osadniki;POINT(18.9389 53.6531);Poland
Tokary-Gajówka;POINT(22.6869 52.3336);Poland
Czapury;POINT(16.9167 52.3333);Poland
Świerzów;POINT(16.9397 51.3375);Poland
Piękna Góra;POINT(21.7247 54.0303);Poland
Strzyżów;POINT(20.45 49.8833);Poland
Skalice;POINT(17.0333 50.65);Poland
Wólka Małkowa;POINT(22.5167 50.1333);Poland
Powiat lipski;POINT(21.6575 51.1567);Poland
Aleksandrów;POINT(17.41 50.4644);Poland
Domaszczyn;POINT(17.1647 51.1881);Poland
Wólka Nurzecka;POINT(23.25 52.45);Poland
Jakubkowice;POINT(16.6472 51.0592);Poland
Domaniówek;POINT(17.1486 50.8775);Poland
Sątopy;POINT(16.2097 52.3183);Poland
Walew;POINT(19.1833 52.1667);Poland
Krajno;POINT(17.25 50.75);Poland
Rumia;POINT(18.4 54.5667);Poland
Dobropole Pyrzyckie;POINT(15.2333 53.1333);Poland
Czachowo;POINT(15.4814 51.2953);Poland
Warnino;POINT(15.9436 53.9497);Poland
Uliszkowice;POINT(17.1233 54.2733);Poland
Niecki;POINT(19.3167 52.4);Poland
Gmina Niwiska;POINT(21.6106 50.2253);Poland
Janina;POINT(19.4667 50.5);Poland
(Jezioro Myśliborskie Wielkie);POINT(14.2845 53.6513);Poland
Muczne;POINT(22.7442 49.1286);Poland
Wola Lisowska;POINT(22.5667 51.5167);Poland
Kęszyn;POINT(19.6333 51.3);Poland
Hoźna;POINT(23.5103 52.9769);Poland
Dąbrowa Dolna;POINT(20.9694 50.9219);Poland
Sierpc County;POINT(19.6667 52.8833);Poland
Ropienka;POINT(22.5167 49.5333);Poland
Mędłów;POINT(17.0481 51.0036);Poland
Niwa;POINT(16.5083 50.0808);Poland
Celestyny;POINT(18.3333 51.9167);Poland
Mozów;POINT(15.5667 52.0833);Poland
Szczurawice;POINT(17.8 51.7167);Poland
Dólsk;POINT(18.3833 53.4833);Poland
Majdany Wielkie;POINT(19.7833 53.8);Poland
Dzierzbotki;POINT(18.5167 51.9167);Poland
Powiat chojnicki;POINT(17.55 53.7);Poland
Kiewry;POINT(20.1667 53.9);Poland
Łapszanka;POINT(20.2 49.3667);Poland
Kęsów;POINT(20.6667 50.25);Poland
Notyst Wielki;POINT(21.4714 53.9031);Poland
Hanulin;POINT(17.95 51.3);Poland
Czeladź Mała;POINT(16.5917 51.5219);Poland
Konin Żagański;POINT(15.1931 51.5447);Poland
Bolęcin;POINT(19.4833 50.1333);Poland
Ściborów;POINT(19.7942 51.7733);Poland
Stary Staw;POINT(15.65 51.8);Poland
Rywałdzik;POINT(19.2667 53.45);Poland
Barycz;POINT(16.2542 49.8122);Poland
Zaspy Małe;POINT(16.1578 54.0331);Poland
Chorzęcin;POINT(19.8833 51.5333);Poland
Gmina Nowy Staw;POINT(19.0133 54.1356);Poland
Gmina Wręczyca Wielka;POINT(18.9333 50.85);Poland
Gmina Krzywiń;POINT(16.8167 51.9667);Poland
Szybowice;POINT(17.4808 50.3519);Poland
Kolno County;POINT(21.9339 53.4106);Poland
Gmina Braniewo;POINT(19.8333 54.3833);Poland
Kolonia Olszowiec;POINT(19.5239 51.1939);Poland
Wola Rożniatowska;POINT(19.35 51.4333);Poland
Kleszewo;POINT(21.1 52.75);Poland
Mokre-Kolonia;POINT(17.6972 50.1425);Poland
Gorzyce Małe;POINT(17.7078 51.6075);Poland
Drwalew;POINT(19.0708 51.8967);Poland
Dobrzanka;POINT(22.4 49.6667);Poland
Rębowola;POINT(20.7667 51.8167);Poland
Płużnica Wielka;POINT(18.45 50.4667);Poland
Drochów Górny;POINT(20.5728 50.6925);Poland
Głobice;POINT(16.3458 51.6414);Poland
Pieniążkowo;POINT(18.7214 53.6961);Poland
Gmina Narewka;POINT(23.7575 52.8361);Poland
Kolonia Szczerbacka;POINT(20.5833 51.25);Poland
Łobozew Górny;POINT(22.5167 49.3833);Poland
Jaszcz;POINT(18.4211 53.5697);Poland
Podszkle;POINT(15.9519 49.5181);Poland
Parwółki;POINT(20.1667 53.6833);Poland
Pielgrzymka;POINT(15.8153 49.6167);Poland
Kłaj;POINT(20.3 49.9833);Poland
Karwiczki;POINT(16.5836 54.3164);Poland
Owczarki;POINT(15.5564 52.8464);Poland
Rozmierz;POINT(18.2333 50.55);Poland
Bandrów Narodowy;POINT(22.7 49.4);Poland
Lechuty Małe;POINT(23.5667 52.1);Poland
Wola Zadąbrowska;POINT(18.6097 51.7686);Poland
Radosze;POINT(21.3031 54.2117);Poland
Koninki;POINT(20.05 49.6);Poland
Wola Cyrusowa;POINT(19.7667 51.8833);Poland
Zarębisko;POINT(17.8758 54.3003);Poland
Tapilkajmy;POINT(20.6497 54.2886);Poland
Sosnowa Góra;POINT(17.9119 54.3431);Poland
Podole Małe;POINT(17.31 54.3817);Poland
Bledzewka;POINT(15.4092 52.5489);Poland
Kłosy;POINT(17.6597 54.3239);Poland
Olendry;POINT(22.9333 52.3833);Poland
Ociaskowo;POINT(17.5994 54.1739);Poland
Żdżenice;POINT(18.4167 51.9667);Poland
Sieradz County;POINT(18.75 51.6);Poland
Gmina Krzykosy;POINT(17.3722 52.11);Poland
Rogalów;POINT(20.1167 50.9167);Poland
Żukówko;POINT(16.7833 54.2278);Poland
Janków Zaleśny;POINT(17.65 51.7);Poland
Staszów;POINT(21.1667 50.5606);Poland
Czarna Dąbrowa;POINT(17.6208 54.1267);Poland
Zbrzyca;POINT(17.4794 53.8825);Poland
Gmina Lipno;POINT(16.56 51.9175);Poland
Dębe;POINT(16.5428 51.8);Poland
Krzydlina Mała;POINT(16.5333 51.3);Poland
Kuźnica Trzcińska;POINT(18.0333 51.15);Poland
Gmina Goczałkowice-Zdrój;POINT(18.9825 49.9372);Poland
Powiat siemiatycki;POINT(22.8625 52.4272);Poland
Sułów;POINT(17.1667 49.95);Poland
